age_group,country,first_trip_tz,ID,info_source,main_activity,most_impressing,Sum of night_mainland,Sum of night_zanzibar,package_accomodation,package_food,package_guided_tour,package_insurance,package_sightseeing,package_transport_int,package_transport_tz,payment_mode,purpose,Sum of total_cost,Sum of Total_days,Sum of total_female,Sum of total_male,Sum of Total_tourists,tour_arrangement,travel_with
25-44,ZAMBIA,No,tour_6465,"Friends, relatives",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Credit Card,Business,505120,3,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6469,"Friends, relatives",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,140000,3,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_1244,"Travel, agent, tour operator",Mountain climbing, Wildlife,6,0,Yes,Yes,No,No,No,Yes,Yes,Cash,Meetings and Conference,4806750,6,1,0,1,Package Tour,Uknown
25-44,ZAMBIA,Yes,tour_1376,"Radio, TV, Web",Beach tourism,Good service,21,0,No,No,No,No,No,No,No,Cash,Scientific and Academic,497250,21,1,0,1,Independent,Uknown
25-44,ZAMBIA,Yes,tour_3000,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,131000,2,0,1,1,Independent,Uknown
25-44,ZAMBIA,Yes,tour_3061,"Friends, relatives",Hunting tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Scientific and Academic,160000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_3126,"Friends, relatives",Bird watching,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,230000,4,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_3419,"Friends, relatives",Wildlife tourism, Wildlife,6,0,No,No,No,No,No,No,No,Cash,Business,1000000,6,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_3553,"Friends, relatives",Bird watching,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,497250,3,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_3555,others,Mountain climbing,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,695000,3,1,0,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_3825,"Friends, relatives",Wildlife tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Business,1323900,6,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_3956,others,Wildlife tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Business,1209975,1,1,0,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_4159,"Friends, relatives",Hunting tourism,Good service,2,0,No,No,No,No,No,No,No,Cash,Business,720000,2,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,Yes,tour_4221,"Friends, relatives",Hunting tourism,No comments,6,0,No,No,No,No,No,No,No,Cash,Other,152600,6,3,0,3,Independent,Friends/Relatives
25-44,ZAMBIA,Yes,tour_4345,"Friends, relatives",Wildlife tourism,Satisfies and Hope Come Back,2,0,No,No,No,No,No,No,No,Cash,Business,596000,2,0,2,2,Independent,Children
25-44,ZAMBIA,Yes,tour_4352,"Friends, relatives",Wildlife tourism,Satisfies and Hope Come Back,2,0,No,No,No,No,No,No,No,Cash,Business,596000,2,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,Yes,tour_4489,"Radio, TV, Web",Wildlife tourism,Excellent Experience,4,0,No,No,No,No,No,No,No,Cash,Business,330000,4,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_4495,"Friends, relatives",Hunting tourism,Good service,5,0,No,No,No,No,No,No,No,Cash,Other,500000,5,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_4683,"Friends, relatives",Wildlife tourism,Excellent Experience,4,0,Yes,Yes,No,No,No,No,Yes,Cash,Business,296692.5,4,0,2,2,Package Tour,Friends/Relatives
25-44,ZAMBIA,Yes,tour_4806,"Radio, TV, Web",Beach tourism,"Wonderful Country, Landscape, Nature",0,4,Yes,Yes,No,Yes,No,Yes,No,Cash,Leisure and Holidays,42100500,4,1,1,2,Package Tour,Spouse
25-44,ZAMBIA,Yes,tour_5279,"Travel, agent, tour operator",Mountain climbing,Friendly People,10,0,No,No,No,No,No,No,No,Cash,Business,540000,10,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_5280,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",3,0,No,No,No,No,No,No,No,Cash,Business,158868,3,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_5376,"Friends, relatives",Beach tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Business,520000,6,1,0,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_5685,"Friends, relatives",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,300000,2,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,Yes,tour_6212,"Newspaper, magazines,brochures",Wildlife tourism,No comments,0,10,No,No,No,No,No,No,No,Cash,Business,5295600,10,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_6219,others,Mountain climbing,No comments,7,0,No,No,No,No,No,No,No,Credit Card,Business,420000,7,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_6220,"Friends, relatives",Mountain climbing,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,157000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_6227,"Radio, TV, Web",Wildlife tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Business,497250,3,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,Yes,tour_6232,"Friends, relatives",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Business,1897837.5,5,1,1,2,Independent,Spouse
25-44,ZAMBIA,Yes,tour_6268,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,260000,4,1,0,1,Independent,Uknown
25-44,ZAMBIA,Yes,tour_6271,Trade fair,Mountain climbing,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,250000,2,1,0,1,Independent,Uknown
25-44,ZAMBIA,Yes,tour_6283,"Friends, relatives",Hunting tourism,No comments,9,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,300000,9,1,0,1,Independent,Uknown
25-44,ZAMBIA,Yes,tour_6315,"Friends, relatives",Wildlife tourism,"Wonderful Country, Landscape, Nature",7,0,No,No,No,No,No,No,No,Cash,Business,500000,7,0,1,1,Independent,Alone
25-44,ZAMBIA,Yes,tour_6433,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,3315000,2,1,0,1,Independent,Uknown
25-44,ZAMBIA,Yes,tour_810,"Friends, relatives",Mountain climbing, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,165750,3,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_2184,others,Beach tourism,"Wonderful Country, Landscape, Nature",4,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,497250,4,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_2190,"Travel, agent, tour operator",Mountain climbing,Good service,3,0,No,No,No,No,No,No,No,Cash,Business,157462.5,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_2263,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Business,82875,6,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_2511,"Friends, relatives",Mountain climbing,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,1044225,3,0,2,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_258,"Friends, relatives",Beach tourism, Wildlife,7,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3414450,14,2,1,3,Independent,Spouse and Children
25-44,ZIMBABWE,No,tour_3033,"Friends, relatives",Mountain climbing,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,497250,3,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3035,"Friends, relatives",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,400000,3,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3046,Trade fair,Hunting tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Business,663000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3049,"Friends, relatives",Wildlife tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Business,663000,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3075,"Friends, relatives",Beach tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Business,1657500,2,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3163,"Friends, relatives",Wildlife tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Business,828750,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3260,"Friends, relatives",Beach tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,1000000,4,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3313,"Friends, relatives",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,410000,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3373,others,Beach tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,1160250,2,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_3375,"Friends, relatives",Beach tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,1077375,2,1,1,2,Independent,Spouse
25-44,ZIMBABWE,No,tour_3452,Tanzania Mission Abroad,Beach tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Other,926542.5,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3457,"Friends, relatives",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Other,421520,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3470,"Travel, agent, tour operator",Beach tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,497250,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3478,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,2,0,No,No,No,No,No,No,No,Cash,Business,320000,2,1,1,2,Independent,Spouse
25-44,ZIMBABWE,No,tour_3552,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,828750,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3666,"Friends, relatives",Bird watching,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,331500,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3697,"Newspaper, magazines,brochures",Cultural tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,1309425,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3701,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,165000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3706,"Friends, relatives",Wildlife tourism,No comments,4,0,No,No,No,No,No,No,No,Cash,Business,375000,4,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3734,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,663000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3766,"Radio, TV, Web",Beach tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,331500,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3810,"Travel, agent, tour operator",Beach tourism,No comments,5,0,No,No,No,No,No,No,No,Cash,Business,165750,5,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3842,"Radio, TV, Web",Beach tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Business,3315000,2,0,2,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_3844,"Friends, relatives",Hunting tourism,Good service,1,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,913500,1,2,0,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_3846,others,Beach tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,745875,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3850,others,Hunting tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Other,497250,1,0,1,1,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_3851,"Newspaper, magazines,brochures",Beach tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,430950,4,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_3894,"Travel, agent, tour operator",Wildlife tourism,Friendly People,7,0,No,No,No,No,No,No,No,Cash,Business,828750,7,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3951,others,Hunting tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,190000,2,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3955,others,Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,663000,3,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_3960,Tanzania Mission Abroad,Beach tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,1160250,3,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4018,"Travel, agent, tour operator",Beach tourism,"Wonderful Country, Landscape, Nature",1,0,No,No,No,No,No,No,No,Cash,Business,414375,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4112,"Travel, agent, tour operator",Hunting tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Other,1989000,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4118,"Travel, agent, tour operator",Mountain climbing,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,500000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4239,"Travel, agent, tour operator",Wildlife tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Business,1607775,2,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_4240,"Friends, relatives",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,200000,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4241,"Newspaper, magazines,brochures",Beach tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,745875,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4259,"Friends, relatives",Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,50724,3,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4306,"Travel, agent, tour operator",Mountain climbing,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,497250,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4434,"Friends, relatives",Hunting tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Other,663000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4453,Trade fair,Wildlife tourism, Wildlife,4,0,No,No,No,No,No,No,No,Cash,Business,265200,4,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4457,"Friends, relatives",Beach tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,248625,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4500,"Friends, relatives",Wildlife tourism,No comments,1,0,No,No,No,No,No,No,No,Cash,Business,994500,1,0,2,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_4688,"Friends, relatives",Beach tourism,Excellent Experience,3,0,No,No,No,No,No,No,No,Cash,Business,1491750,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4710,others,Hunting tourism, Wildlife,4,0,No,No,No,No,No,No,No,Cash,Other,861900,4,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4711,others,Beach tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Other,2071875,1,0,2,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_4794,"Newspaper, magazines,brochures",Beach tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Other,1160250,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4985,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",1,0,No,No,No,No,No,No,No,Cash,Business,8859337.5,1,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4987,"Newspaper, magazines,brochures",Beach tourism, Wildlife,1,0,No,No,No,No,No,No,No,Cash,Business,729300,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_4994,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,679575,2,0,1,1,Independent,Spouse
25-44,ZIMBABWE,No,tour_5067,others,Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,1657500,2,1,1,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_5089,"Friends, relatives",Mountain climbing,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,828750,4,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5144,"Travel, agent, tour operator",Wildlife tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Business,165750,1,1,1,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_5191,"Friends, relatives",Wildlife tourism,Excellent Experience,2,0,No,No,No,No,No,No,No,Cash,Business,331500,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5198,"Friends, relatives",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,337125,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5223,others,Hunting tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,1657500,3,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5288,"Travel, agent, tour operator",Wildlife tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Business,600000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5289,others,Beach tourism,Good service,2,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,200000,2,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5290,"Friends, relatives",Wildlife tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Business,6630000,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5312,"Friends, relatives",Beach tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,570000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5364,"Friends, relatives",Hunting tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,450000,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5469,"Friends, relatives",Beach tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,960000,3,1,1,2,Independent,Spouse
25-44,ZIMBABWE,No,tour_5578,"Friends, relatives",Hunting tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Other,994500,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5605,"Friends, relatives",Wildlife tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Business,663500,2,1,1,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_5615,"Newspaper, magazines,brochures",Wildlife tourism,No comments,1,0,No,No,No,No,No,No,No,Cash,Business,497250,1,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_5623,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,248625,2,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_5642,"Friends, relatives",Wildlife tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Business,663000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5651,"Friends, relatives",Wildlife tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Business,2652000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5666,"Newspaper, magazines,brochures",Beach tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,911625,2,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5684,"Friends, relatives",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,621562.5,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5694,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,994500,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_5786,"Friends, relatives",Wildlife tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Business,1657500,2,0,2,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_5863,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,994500,2,2,1,3,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_5873,"Radio, TV, Web",Hunting tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,3315000,3,0,2,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_5963,Tanzania Mission Abroad,Wildlife tourism,No comments,1,0,No,No,No,No,No,No,No,Cash,Business,256912.5,1,1,0,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6008,"Radio, TV, Web",Wildlife tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Business,2486250,2,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_6122,"Radio, TV, Web",Wildlife tourism,No comments,1,0,No,No,No,No,No,No,No,Cash,Business,646425,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6132,others,Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,497250,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6138,others,Beach tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Business,105200,5,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6141,"Friends, relatives",Beach tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Other,1202400,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6148,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",2,0,No,No,No,No,No,No,No,Cash,Business,500000,2,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6152,Tanzania Mission Abroad,Bird watching,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,663000,3,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_6153,"Newspaper, magazines,brochures",Wildlife tourism,No comments,1,0,No,No,No,No,No,No,No,Cash,Business,1657500,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6154,"Friends, relatives",Bird watching,No comments,2,0,No,No,No,No,No,No,No,Cash,Business,250000,2,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_6159,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,414375,2,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_6162,"Friends, relatives",Beach tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,495000,2,0,1,1,Independent,Uknown
25-44,ZIMBABWE,No,tour_6169,"Friends, relatives",Beach tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,1226550,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6171,"Travel, agent, tour operator",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,1160250,2,0,1,1,Independent,Spouse
25-44,ZIMBABWE,No,tour_6175,"Travel, agent, tour operator",Wildlife tourism,Good service,1,0,No,No,No,No,No,No,No,Cash,Business,994500,1,0,2,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_6179,"Friends, relatives",Beach tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Business,828750,2,0,2,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_6187,"Travel, agent, tour operator",Beach tourism,Excellent Experience,3,0,No,No,No,No,No,No,No,Cash,Business,130000,3,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6190,others,Wildlife tourism, Wildlife,1,0,No,No,No,No,No,No,No,Cash,Business,331500,1,1,1,2,Independent,Friends/Relatives
25-44,ZIMBABWE,No,tour_6240,"Newspaper, magazines,brochures",Wildlife tourism, Wildlife,1,0,No,No,No,No,No,No,No,Cash,Business,828750,1,0,1,1,Independent,Alone
25-44,ZIMBABWE,No,tour_6245,"Newspaper, magazines,brochures",Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,331500,3,0,1,1,Independent,Alone
